LotShape_code,LandSlope_code,ExterQual_code,ExterCond_code,BsmtQual_code,BsmtCond_code,BsmtExposure_code,BsmtFinType1_code,BsmtFinType2_code,HeatingQC_code,KitchenQual_code,Functional_code,FireplaceQu_code,GarageFinish_code,GarageQual_code,GarageCond_code,PavedDrive_code,PoolQC_code,Fence_code
4,3,4,3,3,3,1,2,0,4,3,8,4,1,3,3,2,null,null
4,3,3,3,3,3,1,0,0,5,3,8,null,1,3,3,2,null,null
4,3,4,3,4,3,3,5,0,5,5,8,4,3,3,3,2,null,null
4,2,3,3,3,3,4,4,0,4,3,8,null,1,3,3,2,null,null
4,3,4,3,5,3,1,5,0,5,5,8,4,3,3,3,2,null,null
3,3,3,3,3,3,3,4,0,3,4,6,null,1,3,3,2,null,2
3,3,4,4,3,3,1,4,0,5,3,8,null,1,3,3,2,null,3
4,3,3,3,5,4,1,4,0,4,3,8,null,3,3,3,2,null,null
3,3,4,4,4,3,2,1,0,5,4,8,3,2,3,3,2,null,null
3,3,3,3,4,3,1,0,0,4,3,8,3,2,3,3,2,null,2
4,3,4,3,3,2,1,0,0,3,3,8,null,1,3,4,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,null,2,3,3,2,null,3
3,3,4,3,5,3,3,5,0,5,4,8,3,3,3,3,2,null,null
4,3,3,3,3,3,1,1,0,5,3,8,null,3,3,3,2,null,null
3,3,3,4,3,3,1,0,0,3,3,8,null,1,3,3,2,null,null
3,2,4,4,3,4,4,4,2,5,4,8,3,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,5,3,8,3,2,3,3,2,null,null
4,3,3,4,3,3,2,0,0,5,3,8,1,1,3,3,2,null,2
4,3,3,3,3,3,1,1,2,4,3,8,3,2,3,3,2,null,null
4,3,3,3,3,3,1,5,0,3,3,8,null,2,3,3,2,null,2
4,3,3,3,4,3,2,3,0,3,3,8,4,1,3,3,2,null,4
4,3,3,3,null,null,null,null,null,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,3,2,3,3,2,null,null
4,3,3,3,3,3,1,4,0,5,3,8,null,1,3,3,2,null,null
4,3,3,3,null,null,null,null,null,3,3,8,null,1,3,3,2,null,null
3,3,5,3,5,3,4,5,0,5,5,8,4,3,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,3,1,3,3,2,null,null
3,3,3,3,3,3,1,4,0,3,3,8,null,1,3,3,2,null,null
3,3,3,4,3,3,2,3,0,3,3,8,null,1,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,4,3,3,3,2,null,null
3,3,4,3,4,3,1,0,0,5,4,8,4,2,3,3,2,null,null
3,3,3,3,3,3,1,5,0,3,3,8,null,1,3,3,2,null,2
4,3,3,3,3,3,1,2,1,3,3,8,null,2,3,3,2,null,2
3,3,4,3,4,3,1,5,0,5,4,8,4,2,3,3,2,null,null
3,3,4,3,4,3,1,2,0,4,4,8,4,3,2,3,2,null,null
3,2,3,3,4,3,3,3,4,3,3,8,null,1,3,3,2,null,2
2,3,4,3,4,3,1,0,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,3,3,1,2,0,3,3,8,null,1,3,3,2,null,null
3,2,3,3,4,4,3,4,0,3,4,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,2,0,3,3,7,null,1,3,3,2,null,2
4,3,3,3,3,3,1,3,0,3,3,8,null,1,3,3,2,null,null
4,3,4,3,4,3,3,5,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,0,0,2,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,3,3,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,4,0,5,3,8,null,2,3,3,2,null,null
3,3,4,3,5,3,2,3,5,5,4,8,3,2,3,3,2,null,4
3,3,5,3,4,3,1,4,3,5,3,7,3,1,3,3,2,null,null
3,3,4,4,4,4,1,5,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,4,0,4,3,8,null,null,null,null,0,null,4
4,3,4,3,4,3,1,5,0,5,4,8,4,3,3,3,2,null,null
4,3,4,3,4,3,1,1,5,5,4,8,2,2,3,3,2,null,null
4,3,3,4,4,3,1,3,1,3,3,8,3,1,3,3,2,null,null
3,3,3,3,4,3,3,4,1,3,5,8,null,2,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,5,8,4,3,3,3,2,null,null
4,3,3,3,3,3,1,3,0,4,3,8,4,2,3,3,2,null,4
4,3,4,3,4,3,3,0,0,5,5,8,3,2,3,3,2,null,null
3,3,3,3,4,3,1,0,0,4,4,8,3,3,3,3,2,null,null
3,3,4,3,4,3,3,5,0,5,4,8,null,3,3,3,2,null,null
4,3,3,3,3,3,1,3,2,5,3,8,null,1,3,3,2,null,3
3,3,5,3,5,4,1,0,0,5,5,8,4,3,3,3,2,null,null
4,3,4,3,4,3,3,5,0,5,4,8,null,2,3,3,2,null,null
2,2,3,3,4,3,4,5,0,5,4,8,4,2,3,3,2,null,null
3,3,3,4,2,3,2,0,0,4,3,8,null,1,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,null,2,3,3,2,null,null
4,3,4,3,4,3,2,5,0,5,4,8,4,2,3,3,2,null,null
4,3,4,3,4,4,2,5,0,5,4,8,null,2,3,3,2,null,null
4,3,3,4,3,3,2,0,0,5,3,8,3,1,3,3,2,null,null
3,3,3,3,3,3,4,2,1,3,3,8,null,1,3,3,2,null,null
3,3,4,3,4,3,1,4,0,5,4,8,3,2,3,3,2,null,4
3,3,3,3,4,3,4,5,0,3,3,8,null,null,null,null,0,null,null
4,3,3,3,3,3,3,0,0,3,3,8,null,1,3,3,1,null,null
3,3,3,3,3,3,1,5,2,4,4,8,4,2,3,3,2,null,null
4,3,3,3,3,3,1,1,0,3,3,8,null,1,3,3,2,null,1
4,3,3,4,3,3,3,4,3,3,3,8,3,2,3,3,2,null,null
4,3,4,3,4,3,3,5,0,5,4,8,4,3,3,3,2,null,null
3,3,4,3,4,3,null,0,0,5,4,8,3,2,3,3,2,null,null
4,3,3,3,3,3,1,4,0,3,4,8,3,2,3,3,2,null,null
4,3,3,3,3,3,1,4,3,4,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,3,0,4,3,8,null,1,3,3,2,null,2
4,3,3,4,4,3,3,5,0,4,3,8,null,3,3,3,2,null,2
3,2,3,3,3,3,3,4,1,5,3,6,1,2,3,3,2,null,2
3,3,3,3,4,4,4,5,0,3,3,8,null,null,null,null,2,null,null
3,3,3,3,4,3,1,2,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,4,3,1,4,0,3,3,8,3,3,3,3,2,null,4
4,3,3,3,3,3,1,2,0,3,3,8,null,3,3,3,2,null,null
4,3,4,3,4,3,2,5,0,5,4,8,null,2,3,3,2,null,null
4,3,4,3,4,3,1,4,0,5,4,8,null,1,3,3,2,null,null
3,3,3,4,3,3,4,3,0,4,3,8,null,null,null,null,2,null,null
3,3,3,4,4,4,1,4,0,3,3,8,3,3,3,3,2,null,null
4,3,3,3,4,3,1,4,0,3,4,8,3,1,3,3,2,null,null
3,3,4,3,5,3,1,0,0,5,5,8,null,3,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,4,3,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,4,3,3,3,2,null,null
3,3,4,4,3,2,1,2,0,5,3,6,3,1,3,3,2,null,null
3,3,3,3,3,3,1,4,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,0,0,2,3,8,null,null,null,null,2,null,3
4,3,3,2,3,3,4,4,0,3,3,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,3,8,null,null,null,null,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,4,3,1,0,0,3,3,8,3,1,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,null,3,3,3,2,null,null
3,3,3,4,4,3,1,0,0,3,4,8,null,1,3,3,2,null,4
4,3,4,3,4,3,1,5,0,5,4,8,null,1,3,3,2,null,null
3,3,3,3,4,3,1,0,0,3,2,8,null,null,null,null,2,null,null
3,3,4,3,4,3,1,5,0,5,4,8,null,3,3,3,2,null,null
4,2,3,3,3,3,1,1,0,5,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,2,0,3,3,8,null,1,3,3,2,null,2
3,3,5,3,3,3,3,4,0,4,5,8,null,2,3,3,2,null,null
3,3,4,3,4,3,1,5,0,5,4,8,3,3,3,3,2,null,null
4,3,4,3,4,3,3,0,0,5,4,8,4,3,3,3,2,null,null
4,3,4,3,4,3,2,0,0,5,4,8,4,1,3,3,2,null,null
4,3,3,3,null,null,null,null,null,3,4,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,4,0,3,3,8,null,1,3,3,2,null,null
4,3,3,4,3,2,1,0,0,4,4,8,null,1,2,3,2,null,null
3,3,5,3,5,3,3,5,0,5,5,8,4,3,3,3,2,null,null
3,3,3,3,3,3,1,1,0,3,4,8,3,3,3,3,2,null,null
4,3,4,3,4,4,1,0,0,5,4,8,null,2,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,3,3,3,3,2,null,null
4,3,4,4,3,3,1,3,0,4,4,8,4,1,3,3,1,null,null
4,2,3,3,3,3,4,3,2,4,4,8,2,2,3,3,2,null,1
4,3,3,3,4,3,1,0,0,5,4,8,null,2,3,3,2,null,null
4,3,5,3,5,3,4,5,0,5,5,8,4,3,3,3,2,null,null
3,2,3,3,3,3,1,4,0,3,3,8,null,1,3,3,2,null,2
3,3,3,3,3,3,1,2,0,3,3,8,null,1,3,3,2,null,null
3,3,3,3,3,3,1,0,0,3,3,8,3,2,3,3,2,null,null
4,3,3,3,3,2,1,0,0,2,3,8,4,1,3,2,1,null,null
4,3,4,3,4,3,3,5,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,null,null,null,null,null,2,2,7,null,1,3,2,2,null,null
4,3,3,3,2,3,1,0,0,5,5,8,null,1,2,3,0,null,null
3,3,4,3,4,3,1,5,0,5,4,8,4,2,3,3,2,null,null
3,3,3,3,3,3,1,0,0,2,3,8,null,1,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,4,3,3,3,2,null,null
4,3,4,3,4,4,3,5,0,3,3,8,null,1,3,3,2,null,null
1,3,3,3,4,3,1,1,0,4,3,8,3,1,3,3,2,null,null
4,3,3,3,3,3,1,3,1,3,3,8,null,2,3,3,2,null,null
3,3,4,3,5,3,2,0,0,5,4,8,4,3,3,3,2,null,null
4,3,3,2,3,3,1,0,0,5,3,8,null,null,null,null,1,null,null
4,3,3,3,3,3,1,0,0,3,3,8,4,1,3,3,2,null,null
4,3,3,3,null,null,null,null,null,3,3,8,null,null,null,null,2,null,null
4,3,3,4,3,2,1,0,0,3,4,8,3,1,3,3,2,null,null
4,3,3,3,3,3,1,4,2,3,3,3,null,1,3,3,2,null,null
4,3,3,3,3,2,1,3,0,3,3,8,4,1,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,null,3,3,3,2,null,null
4,3,4,3,4,3,4,5,0,5,4,8,3,3,3,3,2,null,null
3,3,4,3,4,3,3,5,0,4,4,8,5,2,3,3,2,null,null
3,3,4,3,4,3,1,0,0,4,4,8,3,2,3,3,2,null,null
4,3,4,3,4,3,4,5,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,4,3,1,5,0,5,4,8,null,3,3,3,2,null,null
4,3,4,3,4,3,3,5,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,1,0,4,3,8,null,1,2,2,2,null,null
4,3,4,3,4,4,1,5,0,5,4,8,4,3,3,3,2,null,null
3,3,4,3,4,3,3,4,1,3,4,8,4,3,3,3,2,null,null
4,3,3,3,3,3,1,1,2,3,3,8,null,1,3,3,2,null,2
4,3,3,3,3,3,1,2,0,3,3,8,4,1,3,3,2,null,null
3,3,4,3,4,3,4,5,0,5,4,8,4,2,3,3,2,null,null
4,3,3,3,3,3,1,2,3,3,3,8,4,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,4,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,2,0,0,4,3,8,null,null,null,null,0,null,null
4,3,3,3,3,3,1,5,0,5,3,8,3,3,3,3,2,null,null
3,3,4,4,4,4,1,5,0,5,4,8,3,2,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,null,1,3,3,2,null,null
4,3,3,4,2,2,1,0,0,5,2,8,4,1,2,3,2,null,2
3,3,3,4,null,null,null,null,null,5,3,8,null,1,3,3,0,null,null
3,3,4,3,5,3,4,5,0,5,5,8,5,3,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,3,3,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,3,8,3,null,null,null,2,null,null
4,3,3,3,4,3,3,5,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,2,3,5,3,4,3,2,3,3,2,null,4
4,3,3,3,3,3,1,5,2,4,4,8,null,1,3,3,2,null,null
3,3,4,3,4,3,3,4,0,5,4,8,4,2,3,3,2,null,null
4,3,3,3,4,3,1,5,0,5,4,8,5,1,3,3,2,null,null
4,3,4,3,4,3,1,4,0,3,4,8,4,3,3,3,2,null,2
3,3,3,3,null,null,null,null,null,5,3,6,4,1,3,3,2,null,null
3,3,4,3,5,3,3,5,0,5,5,8,4,3,3,3,2,null,null
2,3,3,3,4,3,1,5,0,5,3,8,null,1,3,3,2,null,null
4,3,3,2,null,null,null,null,null,3,3,7,3,1,3,3,2,null,4
4,3,3,3,null,null,null,null,null,5,4,8,null,1,3,3,2,null,null
3,3,4,3,4,3,3,0,0,5,4,8,null,3,3,3,2,null,null
3,3,4,3,4,3,3,0,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,3,3,1,2,0,3,3,8,3,2,3,3,2,null,4
4,2,3,3,3,3,3,2,0,5,3,6,4,1,3,3,2,null,null
4,3,4,3,4,3,2,5,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,4,3,1,4,0,3,3,8,3,3,3,3,2,null,2
3,3,4,3,4,3,3,5,0,5,4,8,4,2,3,3,2,null,null
2,3,4,3,4,3,1,5,0,5,4,8,4,3,3,3,2,null,null
3,3,5,3,5,3,3,5,0,5,5,8,4,3,3,3,2,null,null
3,2,3,3,3,3,2,2,1,3,3,8,4,1,3,2,2,null,null
4,3,4,3,4,3,2,5,0,5,4,8,null,3,3,3,2,null,null
4,3,2,3,3,3,1,0,0,3,3,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,3,6,null,1,3,3,2,null,null
4,3,3,4,3,3,1,3,0,4,4,8,4,1,3,3,2,null,2
3,3,3,3,3,3,2,3,2,5,3,8,1,2,3,3,2,null,2
4,2,4,3,5,3,4,5,0,5,4,8,null,2,3,3,2,null,null
3,3,4,3,4,3,1,0,0,4,3,8,3,2,3,3,2,null,null
4,2,3,3,3,3,4,5,1,3,3,8,null,2,3,3,2,null,null
4,3,3,3,4,3,1,4,0,4,3,4,4,3,3,3,2,null,4
4,3,3,3,3,3,1,4,0,3,4,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,2,0,5,3,8,null,1,3,3,2,null,null
4,3,3,3,2,2,2,0,0,2,3,8,3,1,3,3,1,null,null
3,3,3,3,3,3,1,3,0,3,3,8,null,3,3,3,2,null,2
4,3,4,3,4,3,3,0,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,4,1,3,3,2,null,null
4,3,3,3,2,3,1,4,0,4,4,7,3,1,3,3,2,null,null
3,3,3,3,3,3,2,3,2,5,3,8,null,3,3,3,2,null,null
4,3,4,3,4,3,2,5,0,5,4,8,4,2,3,3,2,null,null
4,3,3,3,4,3,1,5,0,4,3,8,null,1,3,3,2,null,null
4,3,4,4,3,3,1,4,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,4,0,2,3,8,null,3,3,3,2,null,2
4,3,4,3,4,3,1,0,0,5,4,8,4,2,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,4,2,3,3,2,null,2
2,3,3,3,4,3,1,4,0,4,3,8,3,3,3,3,2,null,null
4,3,3,3,4,3,3,5,0,5,4,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,null,2,3,3,2,null,null
4,3,4,3,4,3,2,0,0,5,4,8,4,2,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,4,4,null,1,3,3,2,null,null
3,3,4,3,4,3,1,5,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,null,null,null,null,null,2,3,8,null,1,3,3,2,null,null
4,3,4,3,4,3,1,3,0,5,4,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,2,0,2,3,8,4,1,3,3,2,null,null
4,3,3,3,3,3,2,5,0,4,4,8,null,1,3,3,2,null,2
4,3,3,3,3,3,1,3,2,5,3,8,null,3,3,3,2,null,null
3,3,4,3,4,3,1,5,0,4,4,8,4,2,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,4,8,null,null,null,null,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,null,2,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,null,1,3,3,2,null,null
3,3,3,3,4,3,1,4,0,3,3,8,3,2,3,3,2,null,null
4,3,3,3,3,2,1,2,0,3,2,8,null,1,3,3,0,null,null
3,3,3,3,3,3,1,3,1,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,2,0,5,3,8,null,2,3,3,2,null,1
4,3,3,3,3,3,2,4,0,5,3,8,2,3,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,3,8,null,1,3,3,2,null,null
3,3,4,3,5,3,3,5,0,5,4,8,3,2,3,3,2,null,null
3,3,4,3,4,3,2,5,0,4,4,8,3,3,3,3,2,null,null
1,3,4,3,5,4,1,0,0,5,4,8,4,2,3,3,2,null,null
4,3,3,3,4,3,1,0,0,5,3,8,3,2,3,3,2,null,null
3,3,4,3,5,3,2,5,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,4,3,1,5,0,4,3,8,3,3,3,3,2,null,null
4,3,3,3,3,3,1,4,0,3,3,8,4,2,3,3,2,null,null
3,3,3,3,3,3,1,5,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,4,4,8,null,1,3,3,2,null,null
4,3,3,4,3,3,1,2,0,5,4,8,null,1,3,3,2,null,2
4,3,4,3,5,3,1,5,0,5,5,8,4,2,3,3,2,null,null
4,3,4,3,4,3,1,5,0,5,4,8,3,3,3,3,2,null,null
3,3,3,3,3,3,1,3,0,5,4,8,null,2,3,3,2,null,null
4,3,3,4,3,3,1,0,0,3,3,6,null,2,3,3,2,null,null
4,3,3,3,3,3,1,1,0,3,3,8,null,2,3,3,2,null,3
4,2,3,3,3,3,1,0,0,3,3,8,4,1,3,3,2,null,2
4,3,4,3,4,3,3,5,0,5,4,8,null,2,3,3,2,null,null
3,3,3,3,3,3,1,0,0,5,3,8,null,1,3,3,2,null,2
4,3,3,5,3,3,1,0,0,5,3,8,null,null,null,null,2,null,null
3,3,3,3,4,3,1,0,0,4,4,8,3,3,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,2,8,3,1,2,2,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,3,3,3,3,2,null,null
1,3,4,3,4,3,3,5,0,5,4,8,4,3,3,3,2,null,null
3,3,4,3,4,3,3,0,0,5,4,8,4,3,3,3,2,null,null
4,3,3,3,4,3,4,5,0,3,3,8,null,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,4,6,3,1,3,3,2,null,2
4,3,3,3,4,3,2,3,0,3,3,8,null,null,null,null,2,null,2
4,3,3,3,3,3,2,0,0,3,2,8,null,1,2,3,0,null,null
3,3,4,3,4,3,1,5,0,5,4,8,3,2,3,3,2,null,null
3,3,3,3,4,3,3,0,0,4,3,8,3,3,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,3,8,4,1,3,3,2,null,null
4,3,3,3,3,3,1,3,0,3,3,8,null,1,3,3,2,null,null
4,3,3,4,3,3,1,0,0,4,3,8,null,null,null,null,0,null,null
3,2,3,3,3,3,4,4,0,3,4,8,3,2,3,3,2,null,null
3,3,3,2,3,3,1,3,0,3,3,4,4,1,3,3,2,null,null
4,3,3,3,3,3,2,4,0,3,3,8,null,1,3,3,2,null,null
3,3,3,4,3,3,1,4,0,5,4,8,3,1,3,3,2,null,null
4,3,4,3,5,3,4,5,0,5,4,8,3,2,3,3,2,null,null
4,3,3,3,3,3,1,5,0,3,3,8,null,null,null,null,2,null,null
4,3,3,2,4,3,1,3,0,2,2,8,null,1,3,3,2,null,2
4,3,3,3,3,3,1,0,0,5,3,8,4,1,3,3,2,null,null
4,3,4,3,4,3,1,5,0,3,4,8,3,1,3,3,2,null,null
4,3,3,3,3,3,1,2,0,5,2,8,4,1,3,3,2,null,null
4,3,3,3,3,3,1,0,0,3,3,8,4,1,3,3,2,null,null
4,3,3,4,3,3,1,4,0,5,3,8,null,1,3,3,2,null,null
3,3,3,3,3,3,1,0,0,5,4,8,4,1,3,3,2,null,4
4,3,3,3,3,3,1,3,0,3,2,8,4,3,3,3,2,null,null
3,3,3,3,3,3,1,4,5,5,5,8,4,3,3,3,2,null,null
4,3,4,4,3,3,3,4,0,5,3,8,null,1,3,3,2,null,null
3,3,3,3,3,3,4,4,0,3,4,8,4,1,3,3,2,null,4
3,3,4,4,4,3,4,4,0,3,4,8,2,2,3,3,2,null,null
4,3,3,4,3,3,4,4,0,4,4,8,4,2,3,3,2,null,2
3,3,4,3,4,3,1,5,0,5,4,8,4,2,3,3,2,null,null
4,3,4,3,4,3,1,0,0,5,4,8,null,2,3,3,2,null,null
4,3,4,3,3,3,1,4,0,3,4,8,3,2,4,3,2,null,null
4,3,3,3,4,3,1,4,0,2,3,8,3,1,3,3,2,null,null
3,3,4,3,3,3,1,3,0,5,4,8,4,1,3,3,2,null,null
4,3,3,3,4,3,1,3,0,4,3,8,1,3,3,3,2,null,null
4,3,3,3,4,3,3,5,0,3,3,8,null,1,2,3,2,null,null
3,3,3,3,4,3,4,4,2,5,4,8,3,1,3,3,2,null,null
